Company Name,Executive First Name,Executive Last Name,Address,City,State,ZIP Code,Record Type,Longitude,Latitude,Primary NAICS Description,Primary SIC Description
Telecare,Cheryl,Melanowski,1005 S Central Ave,Los Angeles,CA,90021,Verified,-118.244991,34.031478,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Telecare,Martha,Arechiga,600 St Paul Ave # 100,Los Angeles,CA,90017,Verified,-118.260635,34.053109,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Telecare,Eric,Johnson,795 Willow Rd # 323a,Menlo Park,CA,94025,Verified,-122.160461,37.465792,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Telecare,Marshall,Langfeld,500 N 9th St # B,Modesto,CA,95350,Verified,-121.015709,37.651455,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Telecare,John,Dolan,Highway 68,Monterey,CA,93940,Verified,-121.87971,36.594394,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Telecare,Julia,Childs,12353 Imperial Hwy,Norwalk,CA,90650,Verified,-118.069579,33.917238,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Telecare,Robert,Mccreery,280 17th St,Oakland,CA,94612,Verified,-122.265852,37.805251,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Telecare,Deanna,Beeson,7200 Bancroft Ave # 133,Oakland,CA,94605,Verified,-122.177218,37.766125,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Telecare,Peter,Hilen,401 S Tustin St # B,Orange,CA,92866,Verified,-117.834545,33.782215,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Telecare,,,200 Edmonds Rd,Redwood City,CA,94062,Verified,-122.283559,37.474621,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Telecare,Kevin,Jones,855 Veterans Blvd,Redwood City,CA,94063,Verified,-122.228043,37.490415,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Telecare,Nancy,Coffey,101 Cirby Hills Dr # 4,Roseville,CA,95678,Verified,-121.28602,38.730566,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Telecare,,,900 Fulton Ave # 205,Sacramento,CA,95825,Verified,-121.400743,38.581911,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Telecare,Diosdado L,Tabilon,900 Fulton Ave # 205,Sacramento,CA,95825,Verified,-121.400743,38.581911,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Telecare,Jody,Rodriguez,423 Mackay Dr,San Bernardino,CA,92408,Verified,-117.292283,34.070561,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Telecare,,,1660 Hotel Cir N,San Diego,CA,92108,Verified,-117.179485,32.759879,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Telecare,David,Mullen,1675 Morena Blvd # 100,San Diego,CA,92110,Verified,-117.206841,32.776587,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Telecare,Mary,Woods,3211 Jefferson St,San Diego,CA,92110,Verified,-117.204102,32.755789,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Telecare,,,446 26th St,San Diego,CA,92102,Verified,-117.138701,32.70981,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Telecare,Patrick,Doyle,15200 Foothill Blvd,San Leandro,CA,94578,Verified,-122.121016,37.70899,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Telecare,Susan Marie,Hull,1910 N Bush St,Santa Ana,CA,92706,Verified,-117.866672,33.762246,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Telecare,,,2100 N Broadway # 100101,Santa Ana,CA,92706,Verified,-117.870113,33.764305,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Telecare,,,5634 Jeremy Way,Stockton,CA,95212,Verified,-121.276014,38.011125,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Telecare,Larry,Berent,5810 Ralston St,Ventura,CA,93003,Verified,-119.212304,34.260308,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Telecare,,,55475 Santa Fe Trl,Yucca Valley,CA,92284,Verified,-116.454002,34.1157,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Telecare Corp,Anne L,Bakar,1080 Marina Village Pkwy # 100,Alameda,CA,94501,Verified,-122.271006,37.785879,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Telecare Corp,Emily,Fernandez,2531 W Woodland Dr,Anaheim,CA,92801,Verified,-117.973032,33.849551,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Telecare Inc,Ed,Bienkowski,2531 W Woodland Dr,Anaheim,CA,92801,Verified,-117.973032,33.849551,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Telecare Jmc,,,15430 Foothill Blvd,San Leandro,CA,94578,Verified,-122.119047,37.706944,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Telecare LA Partners,,,12440 Firestone Blvd,Norwalk,CA,90650,Verified,-118.068477,33.90477,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Telecare LA Step Down,,,4335 Atlantic Ave,Long Beach,CA,90807,Verified,-118.185356,33.835484,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Telecare San Bernardino High,Laurel E,Freeman,431 Mackay Dr # 100,San Bernardino,CA,92408,Verified,-117.292537,34.070562,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Telecare Sdc,,,4930 Naples,San Diego,CA,92110,Verified,-117.201783,32.764263,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Telecare Sonoma Act Program,,,327 College Ave,Santa Rosa,CA,95401,Verified,-122.721549,38.445775,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Teri Wright Ph D,Teri,Wright,2101 N Main St # D,Santa Ana,CA,92706,Verified,-117.867123,33.763981,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Terkensha Associates,Beeryl,Beauford,4320 Auburn Blvd # 1200,Sacramento,CA,95841,Verified,-121.363221,38.644683,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Tics,,,3415 American River Dr,Sacramento,CA,95864,Verified,-121.384798,38.570622,Psychiatric & Substance Abuse Hospitals,Mental Health Services
TLC Child & Family Svc,Andy,Day,676 S Orchard Ave,Ukiah,CA,95482,Verified,-123.198948,39.145623,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Tlcs,,,3415 American River Dr # C,Sacramento,CA,95864,Verified,-121.384798,38.570622,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Totally Kids Spec Healthcare,Michelle,Nydam,10716 LA Tuna Canyon Rd,Sun Valley,CA,91352,Verified,-118.364449,34.234071,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Totally Kids Specialty Health,Nora,Saulietis,1720 Mountain View Ave,Loma Linda,CA,92354,Verified,-117.244121,34.069537,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Tova Co,Tammuy,Dupuy,3321 Cerritos Ave,Los Alamitos,CA,90720,Verified,-118.07502,33.810497,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Transcultural Psychology Inst,,,1139 N Brand Blvd # C,Glendale,CA,91202,Verified,-118.255503,34.16283,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Transition House,David,Mc Bride,3035 Prather Ln,Santa Cruz,CA,95065,Verified,-121.977004,36.988885,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Transitional Program,Francis,Allen,463 College Ave,Palo Alto,CA,94306,Verified,-122.14684,37.426596,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Trevor Project Inc,Abbe,Land,8704 Santa Monica Blvd # 200,West Hollywood,CA,90069,Verified,-118.380021,34.087162,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Tri City,Mark T,Williams,2008 N Garey Ave,Pomona,CA,91767,Verified,-117.752277,34.082785,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Tri City Community Support Ctr,Tony,Limperopulos,39155 Liberty St # G710,Fremont,CA,94538,Verified,-121.983091,37.550784,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Tri City Outpatient,Sarah,Jayyousi,510 W Vista Way,Vista,CA,92083,Verified,-117.251861,33.196335,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Tri-City Mental Health,,,,Pomona,CA,91766,Verified,-117.751141,34.044179,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Tri-City Mental Health Ctr,,,1717 N Indian Hill Blvd,Claremont,CA,91711,Verified,-117.721411,34.115173,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Tri-City Mental Health Ctr,Louanne,Martinson,2008 N Garey Ave,Pomona,CA,91767,Verified,-117.752277,34.082785,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Tri-City Out Ptnt Bhvrl Hlth,Sarah,Jayyousi,510 W Vista Way,Vista,CA,92083,Verified,-117.251861,33.196335,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Tri-City Wellness Ctr,G,Polanco,1403 N Garey Ave,Pomona,CA,91767,Verified,-117.752654,34.071693,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Tri-County Fam Medical Clinic,Bruce,Trevino,2400 Sierra St,Kingsburg,CA,93631,Verified,-119.540475,36.517617,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Trinity College Graduate,,,1661 N Raymond Ave # 130,Anaheim,CA,92801,Verified,-117.907492,33.858222,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Truecare Behavioral Health Ctr,Criselda C,Abad-Santos,21900 Burbank Blvd # 300,Woodland Hills,CA,91367,Verified,-118.604308,34.171411,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Trumpet Behavioral Health,Adrienne,Jones,901 O St # C,Arcata,CA,95521,Verified,-124.094712,40.870967,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Trumpet Behavioral Health,Candice,Robertson,220 W Clark Ave,Orcutt,CA,93455,Verified,-120.434091,34.885651,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Truxton Psychiatric Med Group,Joyce,Miller,6313 Schirra Ct,Bakersfield,CA,93313,Verified,-119.073043,35.315906,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Tulare Youth Svc Bureau,,,837 N Main St,Porterville,CA,93257,Verified,-119.020367,36.08054,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Tulare Youth Svc Bureau,Cheryl,Lennon-Armas,327 S K St,Tulare,CA,93274,Verified,-119.346061,36.204738,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Tulare Youth Svc Bureau Inc,,,171 N State Rd,Earlimart,CA,93219,Verified,-119.268136,35.886532,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Tuning Option Inc,,,28301 Industrial Blvd # P,Hayward,CA,94545,Verified,-122.096397,37.61813,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Turning Point,Melissa,Alamilla,627 W Main St,Merced,CA,95340,Verified,-120.485505,37.30227,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Turning Point Community Prgm,June,Newman,609 5th St,Modesto,CA,95351,Verified,-121.000956,37.633465,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Turning Point Community Prgm,Susan,Miner,2862 Arden Way # 100,Sacramento,CA,95825,Verified,-121.396452,38.594437,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Turning Point Community Prgm,John,Buck,4500 47th Ave # 5,Sacramento,CA,95824,Verified,-121.453279,38.50982,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Turning Point Foundation,David,Duetch,536 E Thompson Blvd,Ventura,CA,93001,Verified,-119.292485,34.27796,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Turning Point-Central Ca Inc,Mike,Gates,201 N Court St,Visalia,CA,93291,Verified,-119.292554,36.331319,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Turnining Point Warm Line Svc,Noel,Rivas,1904 Richland Ave,Ceres,CA,95307,Verified,-120.963023,37.600432,Psychiatric & Substance Abuse Hospitals,Mental Health Services
UCLA Health Svc Research Ctr,Kenneth,Wells,10920 Wilshire Blvd # 300,Los Angeles,CA,90024,Verified,-118.444698,34.058093,Psychiatric & Substance Abuse Hospitals,Mental Health Services
UCLA Neuropsychiatric Inst,,,760 Westwood Plz # 48-240b,Los Angeles,CA,90024,Verified,-118.444837,34.068926,Psychiatric & Substance Abuse Hospitals,Mental Health Services
"Ullman, Erica",Erica,Ullman,1619 Santa Monica Blvd,Santa Monica,CA,90404,Verified,-118.483473,34.026279,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Union Of Pan Asian Communities,Syed,Imam,9360 Activity Rd # B,San Diego,CA,92126,Verified,-117.125317,32.897749,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Union Of Pan Asian Communities,Emily,Wu,920 W San Marcos Blvd # 3,San Marcos,CA,92078,Verified,-117.18546,33.136456,Psychiatric & Substance Abuse Hospitals,Mental Health Services
United Advocates For Children,Oscar,Wright,2035 Hurley Way # 290,Sacramento,CA,95825,Verified,-121.417962,38.588988,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Unity Home Hotline,Glenn,Smith,61607 29 Palms Hwy # B,Joshua Tree,CA,92252,Verified,-116.319113,34.134475,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Unlimited Potential,,,9480 Utica Ave # 603,Rancho Cucamonga,CA,91730,Verified,-117.571525,34.080845,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Upac,Carolina,Beas,1031 25th St,San Diego,CA,92102,Verified,-117.140281,32.716418,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Uplift Family Svc,,,1310 Tully Rd,San Jose,CA,95122,Verified,-121.832627,37.316278,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Us Military Healthcare Svc,,,32953 Caminito Lorca,Temecula,CA,92592,Verified,-117.083987,33.459406,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Valley Child Guidance Clinic,Joelle,Hunnewell,310 E Palmdale Blvd # G,Palmdale,CA,93550,Verified,-118.124382,34.579242,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Valley Community Counseling,Khurram K,Durrani,19 E 6th St,Tracy,CA,95376,Verified,-121.425149,37.734884,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Valley Community Counseling,Ed,Vargas,6201 1/2 Van Nuys Blvd # 2b,Van Nuys,CA,91401,Verified,-118.433496,34.179413,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Valley Mental Health Svc,Erin,Bliss,3730 Hopyard Rd # 103,Pleasanton,CA,94588,Verified,-121.904448,37.680662,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Valley Oak Children Svc,Cari,Freeman,3120 Cohasset Rd # 6,Chico,CA,95973,Verified,-121.842994,39.772422,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Valley Prevention & Treatment,Sylvia,Hernandez,27225 Camp Plenty Rd # 2,Canyon Country,CA,91351,Verified,-118.476539,34.416092,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Valley Prevention Ctr,Silvia,Hernandez,1056 N Maclay Ave,San Fernando,CA,91340,Verified,-118.425354,34.294355,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Valley Star Behavioral He,,,7293 Dumosa Ave,Yucca Valley,CA,92284,Verified,-116.417361,34.120866,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Valley Star Child & Family Svc,,,1585 S D St # 101,San Bernardino,CA,92408,Verified,-117.291605,34.071235,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Valley Star High Desert C W L,Jennifer,Malara,12420 Hesperia Rd,Victorville,CA,92395,Verified,-117.30824,34.50284,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Valley Star High Dsrt C W I C,,,12240 Hesperia Rd,Victorville,CA,92395,Verified,-117.291642,34.473846,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Value Behavioral Health,,,2101 Webster St # 1500,Oakland,CA,94612,Verified,-122.266025,37.810228,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Vantage Point Addiction,Sheila,Shilati,123 Hodencamp Rd # 205,Thousand Oaks,CA,91360,Verified,-118.870028,34.179684,Psychiatric & Substance Abuse Hospitals,Mental Health Services
VCSS Grass Valley,Megan,Murphy,900 E Main St # 201,Grass Valley,CA,95945,Verified,-121.052425,39.228416,Psychiatric & Substance Abuse Hospitals,Mental Health Services
VCSS Victorville,Debbie,Reno-Smith,14360 St Andrews Dr # 11,Victorville,CA,92395,Verified,-117.316675,34.511766,Psychiatric & Substance Abuse Hospitals,Mental Health Services
"Velazquez, Eloise M",Eloise M,Velazquez,474 W Vermont Ave # 104,Escondido,CA,92025,Verified,-117.073356,33.100997,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Venture Psychological Svc,Sheila,Hedden,6 Venture # 350,Irvine,CA,92618,Verified,-117.753227,33.65895,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Verdugo Mental Health,Lynn,Brandstater,1540 E Colorado St,Glendale,CA,91205,Verified,-118.229831,34.142723,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Victor Community Support,John,Decries,265 San Jacinto River Rd # 107,Lake Elsinore,CA,92530,Verified,-117.300693,33.661841,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Victor Community Support,Josephine,Jano Charles,1908 Business Center Dr # 220,San Bernardino,CA,92408,Verified,-117.280482,34.067256,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Victor Community Support Svc,,,222 E Main St,Barstow,CA,92311,Verified,-117.025153,34.898385,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Victor Community Support Svc,Rachel,Roos,103 D St # A,Marysville,CA,95901,Verified,-121.587949,39.136236,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Victor Community Support Svc,Deb,Engs,3300 Churn Creek Rd,Redding,CA,96002,Verified,-122.353729,40.559486,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Victor Community Support Svc,Crystal R,Cook,1908 Business Center Dr # 220,San Bernardino,CA,92408,Verified,-117.280482,34.067256,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Victor Community Support Svc,Debbie,Reno-Smith,15095 Amargosa Rd # 201,Victorville,CA,92394,Verified,-117.329495,34.524932,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Victor Treatment Ctr,Paige,Greene,12755 N Highway 88,Lodi,CA,95240,Verified,-121.18373,38.093409,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Victor Treatment Ctr,,,1053 N D St,San Bernardino,CA,92410,Verified,-117.291533,34.118532,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Villa Esperanza Svc,Lisa,Sloan,1115 N Chester Ave,Pasadena,CA,91104,Verified,-118.124783,34.165233,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Visalia Youth Svc,Isa,Ribadu,711 N Court St # B,Visalia,CA,93291,Verified,-119.292896,36.33644,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Visions,,,226 Church Ave,Chula Vista,CA,91910,Verified,-117.080138,32.644026,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Visions Unlimited Mental Ctr,Malcolm,Harleaux,6833 Stockton Blvd # 485,Sacramento,CA,95823,Verified,-121.429978,38.502659,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Vista Care Homes,Ljubinka,Schutten,1960 Hartwright Rd,Vista,CA,92084,Verified,-117.207343,33.174353,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Vista Del Mar Child & Family,Robert,Cheeks,3200 Motor Ave,Los Angeles,CA,90034,Verified,-118.410882,34.033297,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Vista Hill,Dave,Taylor,1029 N Broadway,Escondido,CA,92026,Verified,-117.087089,33.134261,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Vista Hill,Robert,Dean,1012 Main St # 101,Ramona,CA,92065,Verified,-116.868708,33.041608,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Vista Hill ERMHSGPS,,,8910 Clairemont Mesa Blvd,San Diego,CA,92123,Verified,-117.136385,32.832295,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Vista Pacifica,Debra,Davis-White,3674 Pacific Ave,Riverside,CA,92509,Verified,-117.419037,34.005549,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Vista Psychiatric-Primary Care,,,2288 Fulton St,Berkeley,CA,94704,Verified,-122.266294,37.868158,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Vistas Social & Work Svc,Patrick,Knight,10940 Victory Blvd # 103,North Hollywood,CA,91606,Verified,-118.36953,34.186332,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Warm Line Thalians Comm Mental,,,8700 Beverly Blvd,West Hollywood,CA,90048,Verified,-118.380624,34.075193,Psychiatric & Substance Abuse Hospitals,Mental Health Services
WCAY,,,1339 Centinela Ave,Inglewood,CA,90302,Verified,-118.36209,33.976573,Psychiatric & Substance Abuse Hospitals,Mental Health Services
"Weitzman, Casey",Casey,Weitzman,11340 W Olympic Blvd # 265,Los Angeles,CA,90064,Verified,-118.440958,34.036658,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Wellness Recovery Ctr,Angela,Geddis,10354 Argonaut Ln,Jackson,CA,95642,Verified,-120.789177,38.358846,Psychiatric & Substance Abuse Hospitals,Mental Health Services
West Mooy Enterprises,,,PO Box 954,Angwin,CA,94508,Verified,-122.44513,38.571578,Psychiatric & Substance Abuse Hospitals,Mental Health Services
West Portal Counseling Assoc,,,35 Vicente St # 1,San Francisco,CA,94127,Verified,-122.466486,37.739432,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Westcoast Children's Clinic,Stacey,Katz,3301 E 12th St # 259,Oakland,CA,94601,Verified,-122.224757,37.775848,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Western Ferndale Board & Care,Joe,Samuel,1745 N Western Ave,Los Angeles,CA,90027,Verified,-118.30971,34.103093,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Western Health Comm Clinics,Rick,Wilson,1647 Anaheim St,Harbor City,CA,90710,Verified,-118.305919,33.786186,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Western Youth Svc,Shirley M,Dahncke,1666 N Main St # 400,Santa Ana,CA,92701,Verified,-117.867639,33.759783,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Westside Clinical Assoc,,,11835 W Olympic Blvd # 725e,Los Angeles,CA,90064,Verified,-118.451799,34.033356,Psychiatric & Substance Abuse Hospitals,Mental Health Services
William E Adams,Deborah S,Adams,1945 Palo Verde Ave # 204,Long Beach,CA,90815,Verified,-118.10835,33.791628,Psychiatric & Substance Abuse Hospitals,Mental Health Services
"Williams, Mary Rn",Mary,Williams,219 Estates Dr # 108,Roseville,CA,95678,Verified,-121.272094,38.747698,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Windhorse Integrative Mental,Lisa,Teauge,1411 Marsh St # 103,San Luis Obispo,CA,93401,Verified,-120.653719,35.283808,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Windstone,George,Orras,151 Kalmus Dr # K1,Costa Mesa,CA,92626,Verified,-117.883374,33.672695,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Windstone Behavioral Health,Susan N,Ogata,3625 Del Amo Blvd # 120,Torrance,CA,90503,Verified,-118.350265,33.849595,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Windstone Behavioral Health,,,3625 Del Amo Blvd # 120,Torrance,CA,90503,Verified,-118.350265,33.849595,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Women's Institute-Psychthrpy,Jenning,Gee,2107 Van Ness Ave # 102a,San Francisco,CA,94109,Verified,-122.423433,37.795167,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Workshop Mind Care,,,830 Stewart Dr,Sunnyvale,CA,94085,Verified,-122.009405,37.383444,Psychiatric & Substance Abuse Hospitals,Mental Health Services
"Wright, Barbara",Barbara,Wright,330 Park Ave # 7,Laguna Beach,CA,92651,Verified,-117.781786,33.542367,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Yellow County Mental Health,,,600 A St # A,Davis,CA,95616,Verified,-121.747653,38.547694,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Yolo Community Care Continuum,,,PO Box 431,Davis,CA,95617,Verified,-121.743285,38.544178,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Yolo Community Care Continuum,,,285 W Court St,Woodland,CA,95695,Verified,-121.797323,38.678597,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Yolo Community Care Continuum,Michele,Kellogg,584 Kentucky Ave,Woodland,CA,95695,Verified,-121.772663,38.691582,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Yolo County Dept-Alcohol Drugs,,,500 Jefferson Blvd # B,West Sacramento,CA,95605,Verified,-121.527584,38.587535,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Yolo Family Svc,Lester,Neblett,455 1st St,Woodland,CA,95695,Verified,-121.77311,38.675729,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Yolo Family Svc Agency,,,,Sacramento,CA,95814,Verified,-121.49468,38.581009,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Young Deborah Phd Apc,Deborah R,Young,2023 W Vista Way # K2,Vista,CA,92083,Verified,-117.285323,33.186757,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Youth & Family Enrichment Svc,,,609 Price Ave # 101,Redwood City,CA,94063,Verified,-122.230365,37.493442,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Youth & Family Enrichment Svc,,,800 S Claremont St,San Mateo,CA,94402,Verified,-122.317993,37.563341,Psychiatric & Substance Abuse Hospitals,Mental Health Services
Crestwood Behavioral Health,,,1002 W Fremont Ave,Sunnyvale,CA,94087,Verified,-122.055748,37.350789,Psychiatric & Substance Abuse Hospitals,Psychiatric Hospitals
Garfield Geropsychiatric Hosp,Craig,Danby,1451 28th Ave,Oakland,CA,94601,Verified,-122.229461,37.780923,Psychiatric & Substance Abuse Hospitals,Psychiatric Hospitals
Inter-Community Child Guidance,,,10155 Colima Rd,Whittier,CA,90603,Verified,-118.011024,33.943712,Psychiatric & Substance Abuse Hospitals,Psychiatric Hospitals
Kedren Acute Psychiatric Hosp,,,4211 Avalon Blvd # 2,Los Angeles,CA,90011,Verified,-118.266286,34.007286,Psychiatric & Substance Abuse Hospitals,Psychiatric Hospitals
Life Works Yoga,,,5046 Marmol Dr,Woodland Hills,CA,91364,Verified,-118.59053,34.16259,Psychiatric & Substance Abuse Hospitals,Psychiatric Hospitals
Morgans Tlc,Ann,Steal,322 Lindley Dr,Porterville,CA,93257,Verified,-119.031581,36.07165,Psychiatric & Substance Abuse Hospitals,Psychiatric Hospitals
Oasis Mental Health Treatment,John,Nekic,47915 Oasis St,Indio,CA,92201,Verified,-116.221813,33.700971,Psychiatric & Substance Abuse Hospitals,Psychiatric Hospitals
Psychiatric Care Facility,Luis,Orozco,9990 County Farm Rd # 2,Riverside,CA,92503,Verified,-117.457262,33.920123,Psychiatric & Substance Abuse Hospitals,Psychiatric Hospitals
Psychiatrist Emergency Room,Jeri,Townsend,47915 Oasis St,Indio,CA,92201,Verified,-116.221813,33.700971,Psychiatric & Substance Abuse Hospitals,Psychiatric Hospitals
Rady Children's Hosp-Sn Diego,,,3142 Vista Way,Oceanside,CA,92056,Verified,-117.325462,33.183028,Psychiatric & Substance Abuse Hospitals,Psychiatric Hospitals
Rady Childrens Psychiatry,Stephan,Kalsman,3665 Kearny Villa Rd # 101,San Diego,CA,92123,Verified,-117.150248,32.808596,Psychiatric & Substance Abuse Hospitals,Psychiatric Hospitals
Riverside Center,,,5900 Brockton Ave,Riverside,CA,92506,Verified,-117.39519,33.962122,Psychiatric & Substance Abuse Hospitals,Psychiatric Hospitals
Royale Mission Viejo Health,Bill,Arellanes,23228 Madero,Mission Viejo,CA,92691,Verified,-117.679616,33.625895,Psychiatric & Substance Abuse Hospitals,Psychiatric Hospitals
Telecare Corp,,,1801 H St # B1,Modesto,CA,95354,Verified,-120.991212,37.645202,Psychiatric & Substance Abuse Hospitals,Psychiatric Hospitals
